Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Average_Estimator
7091,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7092,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7093,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7094,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7095,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7096,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7097,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7098,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7099,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7100,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7101,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7102,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7103,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7104,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7105,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7106,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7107,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7108,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7109,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7110,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7111,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7112,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7113,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7114,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7115,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7116,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7117,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7118,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7119,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7120,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7121,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7122,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7123,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7124,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7125,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7126,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7127,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7128,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7129,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7130,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7131,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7132,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7133,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7134,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7135,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7136,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7137,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7138,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7139,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7140,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7141,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7142,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7143,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7144,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7145,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7146,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7147,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7148,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7149,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7150,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7151,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7152,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7153,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7154,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7155,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7156,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7157,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7158,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7159,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7160,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7161,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7162,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7163,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7164,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7165,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7166,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7167,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7168,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7169,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7170,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7171,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7172,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7173,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7174,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7175,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7176,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7177,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7178,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7179,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7180,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7181,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7182,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7183,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7184,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7185,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7186,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7187,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7188,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7189,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7190,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7191,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7192,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7193,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7194,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7195,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7196,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7197,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7198,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7199,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7200,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7201,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7202,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7203,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7204,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7205,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7206,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7207,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7208,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7209,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7210,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7211,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7212,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7213,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7214,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7215,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7216,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7217,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7218,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7219,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7220,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7221,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7222,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7223,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7224,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7225,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7226,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7227,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7228,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7229,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7230,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7231,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7232,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7233,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7234,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7235,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7236,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7237,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7238,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7239,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7240,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7241,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7242,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7243,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7244,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7245,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7246,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7247,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7248,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7249,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7250,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7251,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7252,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7253,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7254,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7255,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7256,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7257,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7258,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7259,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7260,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7261,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7262,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7263,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7264,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7265,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7266,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7267,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7268,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7269,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7270,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7271,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7272,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7273,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7274,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7275,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7276,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7277,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7278,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7279,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7280,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7281,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7282,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7283,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7284,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7285,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7286,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7287,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7288,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7289,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7290,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7291,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7292,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7293,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7294,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7295,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7296,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7297,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7298,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7299,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7300,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7301,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7302,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7303,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7304,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7305,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7306,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7307,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7308,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7309,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7310,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7311,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7312,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7313,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7314,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7315,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7316,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7317,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7318,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7319,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7320,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7321,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7322,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7323,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7324,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7325,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7326,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7327,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7328,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7329,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7330,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7331,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7332,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7333,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7334,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7335,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7336,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7337,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7338,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7339,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7340,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7341,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7342,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7343,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7344,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7345,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7346,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7347,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7348,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7349,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7350,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7351,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7352,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7353,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7354,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7355,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7356,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7357,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7358,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7359,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7360,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7361,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7362,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7363,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7364,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7365,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7366,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7367,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7368,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7369,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7370,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7371,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7372,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7373,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7374,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7375,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7376,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7377,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7378,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7379,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7380,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7381,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7382,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7383,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7384,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7385,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7386,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7387,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7388,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7389,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7390,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7391,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7392,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7393,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7394,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7395,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7396,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7397,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7398,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7399,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7400,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7401,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7402,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7403,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7404,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7405,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7406,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7407,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7408,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7409,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7410,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7411,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7412,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7413,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7414,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7415,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7416,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7417,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7418,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7419,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7420,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7421,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7422,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7423,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7424,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7425,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7426,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7427,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7428,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7429,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7430,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7431,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7432,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7433,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7434,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7435,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7436,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7437,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7438,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7439,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7440,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7441,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7442,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7443,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7444,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7445,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7446,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7447,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7448,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7449,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7450,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7451,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7452,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7453,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7454,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7455,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
7456,8191,4095,2047,8191,4095,4095,8191,8191,8191,4095,5938.2
