Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Estimator_11,Estimator_12,Estimator_13,Estimator_14,Estimator_15,Estimator_16,Estimator_17,Estimator_18,Estimator_19,Estimator_20,Estimator_21,Estimator_22,Estimator_23,Estimator_24,Estimator_25,Average_Estimator
6601,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6602,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6603,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6604,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6605,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6606,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6607,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6608,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6609,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6610,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6611,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6612,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6613,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6614,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6615,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6616,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6617,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6618,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6619,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6620,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6621,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6622,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6623,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6624,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6625,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6626,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6627,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6628,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6629,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6630,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6631,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6632,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6633,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6634,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6635,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6636,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6637,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6638,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6639,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6640,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6641,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6642,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6643,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6644,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6645,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6646,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6647,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6648,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6649,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6650,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6651,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6652,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6653,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6654,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6655,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6656,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6657,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6658,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6659,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6660,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6661,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6662,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6663,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6664,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6665,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6666,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6667,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6668,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6669,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6670,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6671,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6672,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6673,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6674,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6675,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6676,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6677,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6678,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6679,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6680,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6681,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6682,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6683,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6684,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6685,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6686,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6687,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6688,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6689,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6690,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6691,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6692,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6693,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6694,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6695,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6696,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6697,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6698,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6699,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6700,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6701,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6702,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6703,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6704,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6705,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6706,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6707,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6708,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6709,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6710,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6711,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6712,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6713,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6714,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6715,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6716,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6717,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6718,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6719,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6720,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6721,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6722,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6723,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6724,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6725,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6726,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6727,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6728,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6729,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6730,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6731,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6732,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6733,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6734,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6735,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6736,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6737,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6738,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6739,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6740,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6741,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6742,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6743,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6744,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6745,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6746,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6747,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6748,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6749,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6750,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
