Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Estimator_11,Estimator_12,Estimator_13,Estimator_14,Estimator_15,Estimator_16,Estimator_17,Estimator_18,Estimator_19,Estimator_20,Estimator_21,Estimator_22,Estimator_23,Estimator_24,Estimator_25,Average_Estimator
6435,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6436,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6437,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6438,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6439,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6440,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6441,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6442,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6443,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6444,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6445,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6446,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6447,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6448,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6449,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6450,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6451,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6452,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6453,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6454,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6455,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6456,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6457,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,8191,4095,8191,4095,4095,2047,7781.4
6458,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6459,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6460,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6461,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6462,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6463,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6464,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6465,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6466,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6467,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6468,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6469,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6470,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6471,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6472,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6473,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6474,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6475,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6476,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6477,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6478,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6479,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6480,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6481,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6482,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6483,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6484,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6485,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6486,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6487,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6488,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6489,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6490,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6491,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6492,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6493,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6494,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6495,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6496,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6497,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6498,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6499,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6500,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6501,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6502,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6503,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6504,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6505,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6506,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6507,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6508,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6509,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6510,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6511,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6512,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6513,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6514,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6515,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6516,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6517,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6518,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6519,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6520,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6521,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6522,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6523,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6524,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6525,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6526,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6527,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6528,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6529,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6530,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6531,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6532,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6533,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6534,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6535,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6536,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6537,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6538,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6539,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6540,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6541,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6542,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6543,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6544,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6545,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6546,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6547,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6548,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6549,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6550,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6551,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6552,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6553,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6554,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6555,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6556,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6557,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,8191,4095,4095,2047,8109.08
6558,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6559,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6560,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6561,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6562,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6563,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6564,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6565,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6566,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6567,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6568,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6569,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6570,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6571,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6572,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6573,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6574,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6575,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6576,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6577,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6578,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6579,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6580,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6581,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6582,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6583,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6584,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6585,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6586,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6587,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6588,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6589,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6590,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6591,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6592,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6593,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6594,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6595,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6596,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6597,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6598,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6599,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
6600,4095,8191,4095,2047,8191,4095,2047,8191,4095,8191,8191,8191,32767,8191,16383,4095,8191,16383,8191,16383,4095,16383,4095,4095,2047,8436.76
