Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Estimator_11,Estimator_12,Estimator_13,Estimator_14,Estimator_15,Estimator_16,Estimator_17,Estimator_18,Estimator_19,Estimator_20,Estimator_21,Estimator_22,Estimator_23,Estimator_24,Estimator_25,Estimator_26,Estimator_27,Estimator_28,Estimator_29,Estimator_30,Estimator_31,Estimator_32,Estimator_33,Estimator_34,Estimator_35,Estimator_36,Estimator_37,Estimator_38,Estimator_39,Estimator_40,Estimator_41,Estimator_42,Estimator_43,Estimator_44,Estimator_45,Estimator_46,Estimator_47,Estimator_48,Estimator_49,Estimator_50,Estimator_51,Estimator_52,Estimator_53,Estimator_54,Estimator_55,Estimator_56,Estimator_57,Estimator_58,Estimator_59,Estimator_60,Estimator_61,Estimator_62,Estimator_63,Estimator_64,Estimator_65,Estimator_66,Estimator_67,Estimator_68,Estimator_69,Estimator_70,Estimator_71,Estimator_72,Estimator_73,Estimator_74,Estimator_75,Average_Estimator
4136,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4137,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4138,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4139,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4140,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4141,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4142,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4143,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4144,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4145,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4146,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4147,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4148,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4149,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4150,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4151,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4152,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4153,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4154,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,2047,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3903.85
4155,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4156,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4157,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4158,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4159,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4160,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4161,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4162,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4163,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4164,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4165,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4166,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4167,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4168,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4169,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4170,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4171,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4172,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4173,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4174,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4175,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4176,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4177,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4178,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,2047,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3931.16
4179,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,4095,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3958.47
4180,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,4095,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3958.47
4181,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,4095,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3958.47
4182,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,4095,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3958.47
4183,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,4095,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3958.47
4184,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,4095,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3958.47
4185,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,2047,2047,4095,2047,2047,4095,2047,8191,4095,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3958.47
4186,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,4095,2047,4095,2047,2047,4095,2047,8191,4095,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3985.77
4187,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,4095,2047,4095,2047,2047,4095,2047,8191,4095,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3985.77
4188,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,4095,2047,4095,2047,2047,4095,2047,8191,4095,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3985.77
4189,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,4095,2047,4095,2047,2047,4095,2047,8191,4095,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3985.77
4190,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,4095,2047,4095,2047,2047,4095,2047,8191,4095,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3985.77
4191,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,4095,2047,4095,2047,2047,4095,2047,8191,4095,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3985.77
4192,4095,4095,1023,2047,4095,4095,8191,8191,4095,4095,4095,4095,4095,4095,2047,4095,2047,4095,8191,2047,2047,4095,4095,2047,8191,8191,4095,2047,4095,2047,4095,2047,2047,4095,2047,8191,4095,2047,2047,8191,1023,2047,8191,4095,2047,8191,8191,2047,4095,2047,4095,4095,2047,2047,4095,4095,2047,4095,4095,8191,4095,4095,4095,4095,4095,4095,4095,4095,2047,2047,2047,8191,2047,4095,2047,3985.77
