Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Estimator_11,Estimator_12,Estimator_13,Estimator_14,Estimator_15,Estimator_16,Estimator_17,Estimator_18,Estimator_19,Estimator_20,Estimator_21,Estimator_22,Estimator_23,Estimator_24,Estimator_25,Estimator_26,Estimator_27,Estimator_28,Estimator_29,Estimator_30,Estimator_31,Estimator_32,Estimator_33,Estimator_34,Estimator_35,Estimator_36,Estimator_37,Estimator_38,Estimator_39,Estimator_40,Estimator_41,Estimator_42,Estimator_43,Estimator_44,Estimator_45,Estimator_46,Estimator_47,Estimator_48,Estimator_49,Estimator_50,Estimator_51,Estimator_52,Estimator_53,Estimator_54,Estimator_55,Estimator_56,Estimator_57,Estimator_58,Estimator_59,Estimator_60,Estimator_61,Estimator_62,Estimator_63,Estimator_64,Estimator_65,Estimator_66,Estimator_67,Estimator_68,Estimator_69,Estimator_70,Estimator_71,Estimator_72,Estimator_73,Estimator_74,Estimator_75,Average_Estimator
66,31,31,63,31,31,31,31,127,63,63,63,63,127,63,15,31,63,63,63,63,63,63,255,31,31,63,63,63,31,63,63,31,15,63,31,63,63,63,63,15,127,127,63,31,31,63,31,63,255,63,31,63,63,31,31,31,63,31,63,63,63,63,127,63,63,127,31,63,31,31,63,63,127,63,127,63.2133
67,31,31,63,31,31,31,31,127,63,63,63,63,127,63,15,31,63,63,63,63,63,63,255,31,31,63,63,63,31,63,63,31,15,63,31,63,63,63,63,15,127,127,63,31,31,63,31,63,255,63,31,63,63,31,31,31,63,31,63,63,63,63,127,63,63,127,31,63,31,31,63,63,127,63,127,63.2133
68,31,31,63,31,31,31,31,127,63,63,63,63,127,63,15,31,63,63,63,63,63,63,255,31,31,63,63,63,31,63,63,31,15,63,63,63,63,63,63,15,127,127,63,31,31,63,31,63,255,63,31,63,63,31,31,31,63,31,63,63,63,63,127,63,63,127,31,63,31,31,63,63,127,63,127,63.64
69,31,31,63,31,31,31,31,127,63,63,63,63,127,63,15,31,63,63,63,63,63,63,255,31,63,63,63,63,31,63,63,31,15,63,63,63,63,63,63,15,127,127,63,31,31,63,31,63,255,63,31,63,63,63,31,31,63,31,63,63,63,63,127,63,63,127,31,63,31,31,63,63,127,63,127,64.4933
70,31,31,63,31,31,31,31,127,63,63,63,63,127,63,15,31,63,63,63,63,63,63,255,31,63,63,63,63,31,63,127,31,15,63,63,63,63,63,63,15,127,127,63,31,31,63,31,63,255,63,31,63,63,63,31,31,63,31,63,63,63,63,127,63,63,127,31,63,31,31,63,63,127,63,127,65.3467
71,31,31,63,31,31,31,31,127,63,63,63,63,127,63,15,31,63,63,63,63,63,63,255,31,63,63,63,63,31,63,127,31,15,63,63,63,63,63,63,15,127,127,63,31,31,63,31,63,255,63,31,63,63,63,31,31,63,31,63,63,63,63,127,63,63,127,31,63,31,31,63,63,127,63,127,65.3467
72,31,31,63,31,31,31,31,127,63,63,63,63,127,63,15,31,63,63,63,63,63,63,255,31,63,63,63,63,31,63,127,31,15,63,63,63,63,63,63,15,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,63,31,63,63,63,63,127,63,63,127,31,63,31,31,63,63,127,63,127,66.2
73,31,31,63,31,31,31,31,127,63,63,63,63,127,63,15,31,63,63,63,63,63,63,255,31,63,63,63,63,31,63,127,31,15,63,63,63,63,63,63,15,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,127,31,63,63,63,63,127,63,63,127,31,63,31,31,63,63,127,63,127,67.0533
74,31,63,63,31,31,31,31,127,63,63,63,63,127,63,15,31,63,63,63,63,63,63,255,31,63,63,63,63,31,63,127,31,15,63,63,63,63,63,63,15,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,127,31,63,63,63,63,127,63,63,127,31,63,31,31,63,63,127,63,127,67.48
75,31,63,63,31,31,31,31,127,63,63,63,63,127,63,15,31,63,63,63,63,63,63,255,31,63,63,63,63,31,63,127,31,15,63,63,63,63,63,63,31,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,127,31,63,63,63,63,127,63,63,127,31,63,63,31,63,63,127,63,127,68.12
76,31,63,63,31,31,31,31,127,63,63,63,63,127,63,15,31,63,63,63,63,63,63,255,31,63,63,63,63,31,63,127,31,15,63,63,63,63,63,63,31,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,127,31,63,63,63,63,127,63,63,127,31,63,63,31,63,63,127,63,127,68.12
77,31,63,63,31,31,31,31,127,63,63,63,63,127,63,15,31,63,63,63,63,63,63,255,31,63,63,63,63,31,63,127,31,15,63,127,63,63,63,63,31,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,127,31,63,63,63,63,127,63,63,127,31,63,63,31,63,63,127,63,127,68.9733
78,31,63,63,31,31,31,31,127,63,63,63,63,127,63,31,31,63,63,63,63,63,63,255,31,63,63,63,127,31,63,127,31,15,63,127,63,63,63,63,31,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,127,31,63,63,63,63,127,63,63,127,31,63,63,31,63,63,127,63,127,70.04
79,31,63,63,31,31,31,31,127,63,63,63,63,127,63,31,31,63,63,63,63,63,63,255,31,63,63,63,127,31,63,127,31,15,63,127,63,63,63,63,31,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,127,31,63,63,63,63,127,63,63,127,31,63,63,31,63,63,127,63,127,70.04
80,31,63,63,31,31,31,31,127,63,63,63,63,127,63,31,31,63,63,63,63,63,63,255,31,63,63,63,127,31,63,127,31,15,63,127,127,63,63,63,31,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,127,31,63,63,63,63,127,63,63,127,63,63,63,31,63,63,127,63,127,71.32
81,31,63,63,31,31,31,31,127,63,63,63,63,127,63,31,31,63,63,63,63,63,63,255,31,63,63,63,127,31,63,127,31,15,63,127,127,63,63,63,31,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,127,31,63,63,63,63,127,63,63,127,63,63,63,31,63,63,127,63,127,71.32
82,31,63,63,31,31,31,31,127,63,63,63,63,127,63,31,31,63,63,63,63,63,63,255,31,63,63,63,127,31,63,127,31,15,63,127,127,63,63,63,63,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,127,31,63,63,63,63,127,63,63,127,63,63,63,31,63,63,127,63,127,71.7467
83,31,63,63,31,31,31,31,127,127,63,63,63,127,63,31,31,63,63,63,63,63,63,255,31,63,63,63,127,31,63,127,31,15,63,127,127,63,63,63,63,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,127,31,63,63,63,63,127,63,63,127,63,63,63,31,63,63,127,63,127,72.6
84,63,63,63,31,31,31,31,127,127,63,63,63,127,63,31,31,63,63,63,63,63,63,255,31,63,63,63,127,31,63,127,31,31,63,127,127,63,63,63,63,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,127,31,63,127,63,63,127,63,63,127,63,63,63,31,63,63,127,63,127,74.0933
85,63,63,63,31,31,31,31,127,127,63,63,63,127,63,31,31,63,63,63,63,63,63,255,31,63,127,63,127,31,63,127,31,31,63,127,127,63,63,63,63,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,127,31,63,127,63,63,127,63,63,127,63,63,63,31,63,63,127,63,127,74.9467
86,63,63,63,31,31,31,31,127,127,63,63,63,127,63,31,31,63,63,63,63,63,63,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,63,127,127,63,31,31,63,31,127,255,63,31,63,63,63,31,31,127,31,63,127,63,63,127,127,63,127,63,63,63,31,63,63,127,63,127,79.64
87,63,63,63,31,31,31,31,127,127,63,63,63,127,63,31,31,63,63,63,63,63,63,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,63,127,127,63,63,31,63,31,127,255,63,31,63,63,63,63,31,127,31,63,127,63,63,127,127,63,127,63,63,63,31,63,63,127,127,127,81.3467
88,63,63,63,31,31,31,31,127,127,63,63,63,127,63,31,31,63,63,63,63,63,63,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,63,127,127,63,63,31,63,31,127,255,63,31,63,63,63,63,31,127,31,63,127,63,63,127,127,63,127,63,63,63,31,63,63,127,127,127,81.3467
89,63,63,63,31,63,31,31,127,127,63,63,63,127,63,31,31,63,63,63,63,63,63,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,63,127,127,63,63,31,63,31,127,255,63,31,63,63,63,63,31,127,31,63,127,63,63,127,127,127,127,63,63,63,31,63,63,127,127,127,82.6267
90,63,63,63,31,63,31,31,127,127,63,63,63,127,63,31,31,63,63,63,63,63,63,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,63,127,127,63,63,31,63,31,127,255,63,31,63,63,63,63,31,127,31,63,127,63,63,127,127,127,127,63,63,63,31,63,63,127,127,127,82.6267
91,63,63,63,31,63,31,31,127,127,63,63,63,127,63,31,31,63,63,63,63,63,63,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,63,127,127,63,63,31,63,31,127,255,63,31,63,63,63,63,31,127,31,63,127,63,63,127,127,127,127,63,63,127,31,63,63,127,127,127,83.48
92,63,63,63,31,63,31,31,127,127,63,63,63,127,63,31,31,63,63,63,63,63,63,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,63,127,127,63,63,31,63,31,127,255,63,31,63,63,63,63,31,127,31,63,127,63,63,127,127,127,127,63,63,127,31,63,63,127,127,127,83.48
93,63,63,63,31,63,31,31,127,127,63,63,63,127,63,31,31,127,63,63,63,63,63,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,127,255,63,31,63,63,63,63,31,127,31,63,127,63,63,127,127,127,127,63,63,127,31,63,63,127,127,127,85.1867
94,63,63,63,31,63,31,31,127,127,63,63,63,127,63,31,31,127,63,63,63,63,127,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,127,255,63,31,63,63,63,63,31,127,63,63,127,63,63,127,127,127,127,63,63,127,31,63,63,127,127,127,86.4667
95,63,63,63,31,63,31,31,127,127,63,63,63,127,63,31,31,127,63,63,63,63,127,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,127,255,63,31,63,63,63,63,31,127,63,63,127,63,63,127,127,127,127,63,63,127,31,63,63,127,127,127,86.4667
96,63,63,63,31,63,31,31,127,127,63,63,63,127,63,31,31,127,63,63,63,63,127,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,127,255,63,31,63,63,63,63,31,127,63,63,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,87.32
97,63,63,63,31,63,31,31,127,127,63,63,63,127,63,31,31,127,63,63,63,63,127,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,127,255,127,31,63,63,63,63,31,127,63,63,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,88.1733
98,63,63,63,31,63,31,31,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,127,255,127,31,63,63,63,63,31,127,63,63,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,89.0267
99,63,63,63,31,63,31,31,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,127,255,127,31,63,63,63,63,31,127,63,63,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,89.0267
100,63,63,63,31,63,31,31,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,127,255,255,31,63,63,63,63,31,127,63,63,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,90.7333
101,63,63,63,31,63,31,31,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,127,255,255,31,63,63,63,63,31,127,63,63,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,90.7333
102,63,63,63,31,63,31,31,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,127,255,255,31,63,63,63,63,31,127,63,63,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,90.7333
103,63,63,63,31,63,31,31,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,127,255,255,31,63,63,63,63,31,127,63,63,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,90.7333
104,63,63,63,63,63,31,31,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,31,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,127,255,255,31,63,63,63,63,31,127,63,63,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,91.16
105,63,127,63,63,63,31,31,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,63,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,127,255,255,31,63,63,63,63,31,127,63,63,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,92.44
106,63,127,63,63,63,31,31,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,63,63,127,63,127,63,63,127,31,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,255,255,255,31,63,63,63,63,31,127,63,63,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,94.1467
107,63,127,63,63,63,31,31,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,63,63,127,63,127,63,63,127,63,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,255,255,255,31,63,63,63,63,31,127,63,63,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,94.5733
108,63,255,63,63,63,31,31,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,63,127,127,63,127,63,63,127,63,31,63,127,127,63,63,63,127,127,127,63,63,31,63,31,255,255,255,31,63,63,63,63,31,127,63,127,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,97.9867
109,63,255,63,63,63,31,63,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,63,127,127,63,127,63,63,127,63,31,63,127,127,63,63,63,127,127,127,127,63,31,63,31,255,255,255,31,63,63,63,63,31,127,63,127,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,99.2667
110,63,255,63,63,63,31,63,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,63,127,127,63,127,63,63,127,63,31,63,127,127,63,63,63,127,127,127,127,63,63,63,31,255,255,255,31,63,63,63,63,31,127,63,127,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,99.6933
111,63,255,63,63,63,31,63,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,63,127,127,63,127,63,63,127,63,31,63,127,127,63,63,63,127,127,127,127,63,127,63,31,255,255,255,31,63,63,63,63,31,127,63,127,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,100.547
112,63,255,63,63,63,31,63,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,63,127,127,127,127,63,63,127,63,63,63,127,127,63,63,63,127,127,127,127,63,127,63,31,255,255,255,31,63,63,63,63,31,127,63,127,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,101.827
113,63,255,63,63,63,31,63,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,63,127,127,127,127,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,63,31,255,255,255,31,63,63,63,63,31,127,63,127,127,63,63,127,127,127,127,127,63,127,31,63,63,127,127,127,102.68
114,63,255,63,63,63,31,63,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,63,127,127,127,127,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,63,31,255,255,255,31,63,63,63,63,31,127,63,255,127,63,63,127,127,127,127,127,63,127,63,63,63,127,127,127,104.813
115,63,255,63,63,63,31,63,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,63,127,127,127,127,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,63,31,255,255,255,31,63,63,63,63,31,127,63,255,127,63,63,127,127,127,127,127,63,127,63,63,63,127,127,127,104.813
116,63,255,127,63,63,31,63,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,63,127,127,127,127,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,63,31,255,255,255,31,63,63,63,63,31,127,63,255,127,63,63,127,127,127,127,127,63,127,63,63,63,127,127,127,105.667
117,63,255,127,63,63,31,63,127,127,63,63,127,127,63,31,31,127,63,63,63,63,127,511,63,127,127,127,127,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,63,31,255,255,255,63,63,63,63,63,31,127,63,255,127,63,63,127,127,127,127,127,63,127,63,63,63,127,127,127,106.093
118,63,255,127,63,63,31,63,127,127,63,63,127,127,63,31,31,127,127,63,63,63,127,511,63,127,127,127,127,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,63,31,255,255,255,63,63,63,63,63,31,127,63,255,127,63,63,127,127,127,127,127,63,127,63,63,63,127,127,127,106.947
119,63,255,127,63,63,31,63,255,127,63,63,127,127,63,31,31,127,127,63,63,63,127,511,63,127,127,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,63,31,255,255,255,63,63,63,63,63,31,127,63,255,127,63,63,127,127,127,127,127,63,127,63,63,63,127,127,127,110.36
120,63,255,127,63,63,31,63,255,127,63,63,127,127,63,31,31,127,127,63,63,63,127,511,63,127,127,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,63,31,255,255,255,63,63,63,63,63,31,127,63,255,127,63,63,127,127,127,127,127,63,127,63,63,63,127,127,127,110.36
121,63,255,127,63,63,31,63,255,127,63,63,127,127,63,31,31,127,127,63,63,63,127,511,63,127,127,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,63,31,255,255,255,63,63,63,63,63,31,127,63,255,127,63,63,127,127,127,127,127,63,127,63,63,63,127,127,127,110.36
122,63,255,127,63,63,31,63,255,127,63,63,127,127,63,31,31,127,127,63,63,63,127,511,63,127,127,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,63,31,255,255,255,63,63,63,63,63,31,127,63,255,127,63,63,127,127,127,127,127,63,127,63,63,63,127,127,127,110.36
123,63,255,127,63,63,31,63,255,127,63,63,127,127,63,31,31,127,127,63,63,63,127,511,63,127,127,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,63,31,255,255,255,63,63,63,63,63,31,127,63,255,127,63,63,127,127,127,127,127,63,127,63,63,63,127,127,127,110.36
124,63,255,127,63,63,31,63,255,127,63,63,127,127,63,31,31,127,127,63,63,63,127,511,63,127,127,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,63,31,255,255,255,63,63,63,63,63,31,127,63,255,127,63,63,127,127,127,127,127,63,127,63,63,63,127,127,127,110.36
125,63,255,127,63,63,31,63,255,127,63,63,127,127,63,31,31,127,127,63,63,63,127,511,63,127,127,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,127,31,255,255,255,127,63,63,63,63,31,127,63,255,127,63,63,127,127,127,127,127,63,127,63,63,63,127,127,127,112.067
126,63,255,127,63,63,31,63,255,127,63,63,127,127,63,31,31,127,127,63,63,63,127,511,63,127,127,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,127,31,255,255,255,127,63,63,63,63,31,127,63,255,127,63,63,127,127,127,127,127,63,127,63,63,63,127,127,127,112.067
127,63,255,127,63,63,31,63,255,127,127,63,127,127,63,31,31,127,127,63,63,63,127,511,63,127,127,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,127,31,255,255,255,127,63,63,63,63,31,127,63,255,127,127,63,127,127,127,127,127,63,127,63,63,63,127,127,127,113.773
128,63,255,127,63,63,31,63,255,127,127,63,127,127,63,31,31,127,127,63,63,63,127,511,63,127,127,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,127,31,255,255,255,127,63,63,63,63,31,127,63,255,127,127,63,127,127,127,127,127,63,127,63,63,63,127,127,127,113.773
129,63,255,127,63,63,31,63,255,127,127,63,127,127,63,31,31,127,127,63,63,63,127,511,63,127,127,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,127,31,255,255,255,127,63,63,63,63,31,127,63,255,127,127,63,127,127,127,127,127,63,127,63,63,63,127,127,127,113.773
130,63,255,127,63,63,31,127,255,127,127,63,127,127,63,63,31,127,127,63,63,63,127,511,63,127,127,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,127,31,255,255,255,127,63,63,63,63,31,127,63,255,127,127,63,127,127,127,127,127,63,127,63,63,63,127,127,127,115.053
131,63,255,127,63,63,31,127,255,127,127,63,127,127,63,63,31,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,127,31,255,511,255,127,63,63,63,63,31,127,63,255,127,127,63,127,127,127,127,127,63,127,63,63,63,127,127,127,120.173
132,63,255,127,63,63,31,127,255,127,127,63,127,127,63,63,31,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,127,31,255,511,255,127,63,63,63,63,31,127,63,255,127,127,63,127,127,127,127,127,63,127,63,63,63,127,127,127,120.173
133,63,255,127,63,63,31,127,255,127,127,63,127,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,63,127,127,31,255,511,255,127,63,63,63,63,31,127,63,255,127,127,63,127,127,127,127,127,63,127,63,63,63,127,127,127,120.6
134,63,255,127,63,63,31,127,255,127,127,63,127,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,127,127,127,31,255,511,255,127,63,63,63,63,31,127,63,255,127,127,63,127,127,127,127,127,63,127,63,63,63,127,127,127,121.453
135,63,255,127,63,63,31,127,255,127,127,63,127,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,127,127,127,31,255,511,255,127,63,63,63,63,31,127,63,255,127,127,63,127,127,127,127,127,63,127,63,63,63,127,127,127,121.453
136,63,255,127,63,63,31,127,255,127,127,63,127,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,127,127,127,31,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,63,127,63,63,63,127,127,127,124.013
137,63,255,127,63,63,31,127,255,127,127,63,127,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,127,127,127,31,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,63,127,63,63,63,127,127,127,124.013
138,63,255,127,63,63,31,127,255,127,127,63,127,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,127,127,127,31,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,63,127,63,63,63,127,127,127,124.013
139,63,255,127,63,63,31,127,255,127,127,63,127,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,127,127,127,31,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,63,127,63,63,63,127,127,127,124.013
140,63,255,127,63,63,31,127,255,127,127,63,127,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,127,127,127,31,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,63,127,63,63,63,127,127,127,124.013
141,63,255,127,63,63,31,127,255,127,127,63,127,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,127,127,127,63,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,63,127,63,63,63,127,127,127,124.44
142,63,511,127,63,63,31,127,255,127,127,63,127,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,127,127,127,63,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,63,127,63,63,63,127,127,127,127.853
143,63,511,127,63,63,31,127,255,127,127,63,127,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,127,127,127,127,127,63,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,63,127,63,63,63,127,127,127,127.853
144,63,511,255,63,63,31,127,255,127,127,63,255,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,255,127,127,127,127,63,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,63,127,63,63,63,127,127,127,132.973
145,63,511,255,63,63,31,127,255,127,127,63,255,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,255,127,127,127,127,63,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,63,127,63,63,63,127,127,127,132.973
146,63,511,255,63,63,31,127,255,127,127,63,255,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,255,127,127,127,127,63,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,63,127,63,63,63,127,127,127,132.973
147,63,511,255,63,63,31,127,255,127,127,63,255,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,255,127,127,127,127,63,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,63,127,63,63,63,127,127,127,132.973
148,63,511,255,63,63,31,127,255,127,127,63,255,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,255,127,127,127,127,63,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,63,127,63,63,63,127,127,127,132.973
149,63,1023,255,63,63,31,127,255,127,127,63,255,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,127,63,63,63,127,127,255,127,127,127,127,63,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,127,127,63,63,63,127,127,127,140.653
150,63,1023,255,63,63,31,127,255,127,127,63,255,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,255,63,63,63,127,127,255,127,127,127,127,63,255,511,255,127,63,63,63,63,31,127,63,255,127,127,127,127,255,127,127,127,127,127,63,63,63,127,127,127,142.36
151,63,1023,255,63,63,31,127,255,127,127,63,255,127,63,63,63,127,127,63,63,63,127,511,63,127,255,127,255,63,63,127,63,63,127,127,255,63,63,63,127,127,255,127,127,127,127,63,255,511,255,127,63,63,63,63,63,127,63,255,127,127,127,127,255,127,127,127,127,127,63,63,63,127,127,127,142.787
